topic_id,uuid,target_event,option_A,option_B,option_C,option_D,golden_answer,split,tsne_x,tsne_y
25,2946ee96-9f0b-46c8-af6f-f74466bbdb04,Prime Minister Edouard Philippe announced nearly 500 million euros in aid for low-income motorists.,"The Macron government announced an increase in gas taxes effective January 1, 2019.","130 people were arrested across France, including 42 in Paris.","On November 24, 2018, ""yellow vest"" protestors blocked the Champs Elysées in Paris, leading to confrontations.","The ""yellow vests"" movement caused roadblocks across France.","C,D",train,43.52023,-18.363535
22,1c9d6c51-1e17-46d7-8df6-0c853efb34d6,Iran’s supreme leader Ayatollah Ali Khamenei warned the US of retaliation following Soleimani’s killing.,None of the others are correct causes.,"In 2015, the U.S. and five other nations signed a nuclear accord with Tehran.",Jamal Jaafar al-Ibrahimi (Abu Mahdi al-Muhandis) fled to Iran after Saddam Hussein came to power.,"In 2007, U.S. commandos observed a convoy carrying Gen. Qassem Soleimani in northern Iraq.",A,train,-26.575737,90.689156
7,281d34f8-6df3-44a8-bec8-ff9fcda99d3e,South Korea’s parliament voted to impeach President Yoon Suk Yeol.,Baek Jae Gil performed his protest anthem for thousands outside the National Assembly in Seoul.,None of the others are correct causes.,The impeachment motion against President Yoon failed.,Yoon's senior aides and defense minister offered to resign.,B,train,-42.0206,45.867817
25,b9abefc7-4c4a-4b5d-8af3-eaf628da1f30,"On November 24, 2018, ""yellow vest"" protestors blocked the Champs Elysées in Paris, leading to confrontations.",73 people were taken into police custody during the protests.,A protester was accidentally run over and killed by a car near Lyon during demonstrations.,"227 people were injured in the protests, with six severely.","The ""yellow vests"" movement caused roadblocks across France.",D,train,-37.45876,4.850457
2,711c0c12-b5ed-4bcf-8679-3225d00ded41,The United States indicted Nicolás Maduro with narco-terrorism and other serious charges on March 26.,"The WHO was notified of a cluster of unusual pneumonia cases in Wuhan City, China on Dec. 31.","The World Health Organization (WHO) officially declared the situation a pandemic on March 11, 2020.",Chinese authorities identified SARS-CoV-2 as the new coronavirus.,None of the others are correct causes.,D,train,-78.03636,35.193623
30,9cb8e844-9898-4c99-b7e3-57e9036233c9,Derek Chauvin was arrested and charged with murder and manslaughter.,"Derek Chauvin keeps his knee on George Floyd's neck for over eight minutes, including after Floyd becomes unconscious, until EMTs intervene.","Officers Thomas Lane and J. Alexander Kueng arrive, handcuff Floyd, and move him to a police vehicle.","Officials in Hennepin County ruled Floyd’s death a homicide on June 1, 2020.",The city fires all four officers.,A,train,-55.916485,14.272386
30,5c6f30f9-01b8-415e-9c6b-805a052b6f58,"The Secret Service rushed President Trump and his family to a bunker after unrest outside the White House on May 29, 2020.","Officers Thomas Lane and J. Alexander Kueng arrive, handcuff Floyd, and move him to a police vehicle.",Protesters overtook and destroyed the Minneapolis Police Department’s Third Precinct.,"Widespread protests erupted across the nation, including at Lafayette Square in Washington, D.C.","Three former Minneapolis police officers were criminally charged with aiding and abetting second-degree murder in connection with Floyd's death, and Chauvin's charge was upgraded to second-degree murder.",C,train,13.162968,35.356915
23,f8ae0bdd-92cf-40a0-a5d0-3de54e99c835,China banned food imports from 10 Japanese prefectures and imposed radiation checks in response to the water release.,TEPCO has used water to cool the nuclear fuel rods at Fukushima since 2011.,Prime Minister Fumio Kishida announced Japan would begin discharging treated radioactive water from the Fukushima Daiichi plant into the sea as early as Thursday.,The IAEA will maintain an on-site presence for the duration of the release.,Prime Minister Fumio Kishida announced Japan would begin discharging treated radioactive water from the Fukushima Daiichi plant into the sea as early as Thursday.,"B,D",train,57.50636,-90.77889
26,cfc62cbb-daea-42f2-b4f9-0075188fa424,"Bushfire smoke created smog in Sydney, causing air quality to reach 22 times worse than standard levels and causing respiratory problems for residents.",Satellite pictures confirmed smoke from eastern New South Wales fires crossed the Tasman Sea to New Zealand.,"The fires destroyed more than 1,400 homes.",The fires killed at least 24 people.,Bushfires ignited in Australia in September.,D,train,-43.161648,-100.8243
16,f510aa53-133b-4ecc-add8-19ff989a6469,Nvidia reported a 101% year-over-year increase in quarterly revenue.,None of the others are correct causes.,"Nvidia shares surged 24% to a record high, triggering a stock rally for Nvidia and other AI-adjacent businesses.",Jensen Huang took Nvidia public on Nasdaq in 1999.,"Jensen Huang, Chris Malachowsky, and Curtis Priem founded Nvidia in 1993.",A,train,72.387314,-1.745375
21,096503c5-b43b-4edf-8b45-c1b70e6b0328,Myanmar’s military imposed a nationwide 8pm to 6am curfew.,The military detained Aung San Suu Kyi and other top government figures.,The military detained Aung San Suu Kyi and other top government figures.,Myanmar’s military government removed 24 ministers and deputies and appointed 11 replacements.,China’s foreign minister Wang Yi visited Myanmar less than three weeks before the military coup.,"A,B",train,-72.35752,-28.547281
13,89619d0d-1f79-4de6-8d4e-093c2e007c3e,Facebook changed its corporate name to Meta on October 28 at the company's annual Connect event.,Mark Zuckerberg announced Facebook was betting on the metaverse in July.,"CEO Mark Zuckerberg introduced Meta, a new company brand unifying apps and technologies at Connect 2021.",Mark Zuckerberg announced a smart-glasses partnership with Ray-Ban.,A whistleblower turned over internal Facebook documents to Congress and the U.S. Securities and Exchange Commission.,"A,B,D",train,57.137688,89.76373
21,0908da64-fda6-4e9e-9e97-166c5ba6bca6,"Widespread disruption occurred in internet and news access, and banks temporarily shut down across Myanmar following the coup.",China’s foreign minister Wang Yi visited Myanmar less than three weeks before the military coup.,The military detained Aung San Suu Kyi and other top government figures.,The election commission denied widespread voter fraud.,Aung San Suu Kyi led her party to landslide victories in 2015 and on November 8.,B,train,-21.65032,-57.571304
34,621e087a-e17c-44f0-a814-29cd64dfb040,"Governor Newsom declared a state of emergency in Napa, Sonoma, and Shasta counties.",Humans ignited 97% of home-threatening wildfires in the wildland-urban interface between 1992 and 2015.,None of the others are correct causes.,"The ""Bootleg"" fire forced hundreds of people from their homes.","The August Complex in Tehama County became California's largest fire in history (746,607 acres) after a wind event caused it to expand.",B,train,-88.37882,-22.14243
16,e8019d4b-50a8-4859-b5bd-87f80bca1ef8,Nvidia set a new company revenue record.,"Nvidia's market cap briefly reached $1 trillion on Tuesday, following its report of better-than-expected Q1 revenues and a prediction of Q2 revenues 50% above analyst expectations.",Foreign investors purchased a net 15.8 trillion won ($11.6 billion) of South Korean stocks from January through March.,Nvidia announced it is significantly increasing chip supply to meet surging demand.,Nvidia generated $13.51 billion in revenue for the three months ended July 30.,D,train,76.003716,1.5947907
10,5b3db05d-0c9a-4d0d-ae73-c720008ee307,The US Senate will likely vote on Wednesday on a bill to halt Trump’s tariffs on Canadian imports.,"President Trump announced a new tariff system on Wednesday, substituting America's longstanding import tax system.","President Trump announced a new tariff system on Wednesday, substituting America's longstanding import tax system.","The White House did not apply tariffs to Russia, North Korea, Cuba, and Belarus.","President Trump announced a new tariff system on Wednesday, substituting America's longstanding import tax system.","A,B,D",train,17.018736,-38.73102
4,1b958f2f-0274-4981-8029-d184969617d0,Shinzo Abe was pronounced dead at 5:03 p.m.,None of the others are correct causes.,Videos of the assassination circulated on social media.,Shinzo Abe became the deputy chief cabinet secretary in the early 2000s.,Shinzo Abe became the youngest prime minister in postwar Japan in 2006.,A,train,-80.95683,4.7343116
7,e7ad0fd9-7bf6-4d13-8b0b-9bb4fca1aa64,Yoon's senior aides and defense minister offered to resign.,Lawmakers at the National Assembly unanimously annulled martial law.,Tens of thousands of protesters gathered outside the National Assembly in Seoul.,Baek Jae Gil performed his protest anthem for thousands outside the National Assembly in Seoul.,Tens of thousands of protesters gathered outside the National Assembly in Seoul.,"A,B,D",train,-16.339752,56.517788
7,bd7e6dec-c8c1-4d4b-861c-36de209fb807,South Korea’s parliament voted to impeach President Yoon Suk Yeol.,Lawmakers at the National Assembly unanimously annulled martial law.,The impeachment motion against President Yoon failed.,Baek Jae Gil performed his protest anthem for thousands outside the National Assembly in Seoul.,Lawmakers at the National Assembly unanimously annulled martial law.,"A,D",train,-44.707066,49.531322
3,a7fe812c-1f51-4a02-a9c4-2ca6a796ce3f,Supporters stormed the U.S. Capitol.,"Trump supporters protested in Washington, D.C.",Pipe bombs were reported at the Republican National Committee building and the Democratic National Committee headquarters.,Trump addressed the crowd.,Trump addressed the crowd.,"A,C,D",train,-28.472048,1.9104915
22,edcf1604-b9cd-408b-9361-aaf4cff22abb,Iraqi caretaker Prime Minister Adel Abdul Mahdi condemned the US air raid as a violation of Iraq’s sovereignty.,"After 2006, Muhandis founded Kataib Hezbollah.",Iran’s supreme leader Ayatollah Ali Khamenei warned the US of retaliation following Soleimani’s killing.,President Donald Trump withdrew the U.S. from the nuclear accord after taking office.,None of the others are correct causes.,D,train,-27.390911,103.655975
3,06644d4e-a0f7-4e98-8b3b-d093055c45dc,Supporters stormed the U.S. Capitol.,"Trump supporters protested in Washington, D.C.",Pipe bombs were reported at the Republican National Committee building and the Democratic National Committee headquarters.,"Trump supporters protested in Washington, D.C.",Trump urged supporters to march to the Capitol.,"A,C,D",train,-28.472048,1.9104915
7,3144fb08-d9c0-4182-8ea4-920f53ed7e47,Yoon's senior aides and defense minister offered to resign.,Opposition legislators filed an impeachment motion against President Yoon on Wednesday.,Baek Jae Gil performed his protest anthem for thousands outside the National Assembly in Seoul.,Lawmakers at the National Assembly unanimously annulled martial law.,Lawmakers at the National Assembly unanimously annulled martial law.,"C,D",train,-16.339752,56.517788
30,86b0a4a3-80ab-46ee-bd34-05c3a4cf7694,"The district officially unveiled Black Lives Matter Plaza on June 5, 2020.","The Secret Service rushed President Trump and his family to a bunker after unrest outside the White House on May 29, 2020.","Police attacked protesters using stun hand grenades, tear gas, rubber bullets, vehicles, and direct projectile fire.","George Floyd died on May 25, 2020, in Minneapolis under the knee of a White police officer.",Protesters overtook and destroyed the Minneapolis Police Department’s Third Precinct.,C,train,-0.7350838,15.079242
